Project Code	Process ID	Sample ID	BIN	COI-5P Seq. Length	COI-5P Trace Count	COI-5P Accession	Image Count	Barcode Compliant	Flagged Record	Field ID	Museum ID	Collection Code	Institution Storing	Phylum	Class	Order	Family	Subfamily	Genus	Species	Identifier	Identifier Email	Identification Method	Taxonomy Notes	Sex	Reproduction	Extra Info	Notes	Voucher Status	Tissue Descriptor	Associated Taxa	Associated Specimens	Collectors	Collection Date	Country/Ocean	State/Province	Region	Sector	Exact Site	Lat	Lon	Elev	Elevation Precision	GPS Source	Collection Date Accuracy	Habitat	Sampling Protocol	Collection Notes
ASILO	ASILO543-17	CCDB-31125-F08		307[0n]	2.0	MG968126	1	No			USNM ENT 01443398	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Calliphorinae	Pericallimyia	Pericallimyia perlata	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1994)										D.Davis, M.Davis, B.Akerbergs	09-Mar-1978	South Africa		Cape		9 km West of Stormsrivierbrug			224.0						
ASILO	ASILO544-17	CCDB-31125-F09		0[n]	2.0		1	No			USNM ENT 01443399	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Calliphorinae	Phumosia	Phumosia abdominalis	USNM Curators												K.Starr	06-May-1986	Philippines				Luzon, Quezon, Mount Banahaw above Kinabuhayan, Dolores						-5.0			
ASILO	ASILO545-17	CCDB-31125-F10		307[0n]	2.0	MG968036	1	No			USNM ENT 01443400	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Calliphorinae	Polleniopsis	Polleniopsis toxopei	USNM Curators												J.D.Weintraub	31-Jul-1985	Indonesia	Nusa Tenggara Timur	Flores		14 km South of Ruteng			1600.0			-30.0	Along mountain ridge in cloud forest		
ASILO	ASILO546-17	CCDB-31125-F11		0[n]	2.0		1	No			USNM ENT 01443401	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Calliphorinae	Ptilonesia	Ptilonesia auronotata	USNM Curators							Bead					A.Tonnoir	23-Oct-1923	New Zealand				Nelson									
ASILO	ASILO547-17	CCDB-31125-F12		307[0n]	2.0	MG967809	1	No			USNM ENT 01443402	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Calliphorinae	Tainanina	Tainanina pilisquama	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1984)										K.V.Krombein, L.Weeratunge, P.Leanage	19-Apr-1981	Sri Lanka		Ratnapura		Gilimale, Induruwa Jungle						-3.0		Malaise Trap	
ASILO	ASILO548-17	CCDB-31125-G01	BOLD:ACK8956	658[0n]	4.0	MG967850	1	Yes			USNM ENT 01443403	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Bengaliinae	Tricyclea	Tricyclea fasciata	USNM Curators												J.T.Medler	25-Oct-1969	Nigeria		Western		Ile-Ife									
ASILO	ASILO549-17	CCDB-31125-G02		0[n]	2.0		1	No			USNM ENT 01443404	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Calliphorinae	Xenocalliphora	Xenocalliphora hortona	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1989)	Calliphora icela R.A.Harrison 1970									G.F.Hevel	20-Jan-1970	New Zealand				Campbell Island, Beeman Camp								Malaise Trap	
ASILO	ASILO550-17	CCDB-31125-G03		0[n]	2.0		1	No			USNM ENT 01443405	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Chrysomyinae	Cochliomyia	Cochliomyia aldrichi	USNM Curators												W.E.Steiner, J.M.Swearingen	28-Mar-1992	United Kingdom				Anguilla, Lower Shoal Bay	18.2611	-63.0278							
ASILO	ASILO551-17	CCDB-31125-G04	BOLD:ABW7458	658[0n]	4.0	MG968193	1	Yes			USNM ENT 01443406	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Chrysomyinae	Chloroprocta	Chloroprocta idioidea	USNM Curators												N.E.Woodley	10-Nov-2003	Bolivia	Santa Cruz			Ichilo, Hotel Flora y Fauna, 4-6 km South-Southeast of Buena Vista	-17.4992	-63.5525	450.0	50.0					
ASILO	ASILO552-17	CCDB-31125-G05	BOLD:ACB1793	407[0n]	4.0	MG967957	1	No			USNM ENT 01443407	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Chrysomyinae	Chrysomya	Chrysomya inclinata	Kate Perez	kperez@uoguelph.ca	BIN Taxonomy Match (Jan 2018)	Identified to genus by USNM Curators								Pararistolochia goldieana	C.Legg, L.Legg, T.Kuklenski	04-Jun-2006	Nigeria	Oyo			International Institiute of Tropical Agriculture	7.497999999999999	3.892	220.0						
ASILO	ASILO553-17	CCDB-31125-G06	BOLD:AAR9929	658[0n]	4.0	MG967871	1	Yes			USNM ENT 01443408	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Chrysomyinae	Compsomyiops	Compsomyiops callipes	USNM Curators							C.B.Wolf, Chaparral, Collection No. 03648					P.H.Arnaud, M.M.Arnaud	29-Oct-2006	United States	California	San Mateo County		Stanford University, Jasper Ridge Biological Preserve, Searsville Lake	37.4021	-122.24	110.0				Sweeping		
ASILO	ASILO554-17	CCDB-31125-G07		307[2n]	4.0	MG967757	1	No			USNM ENT 01443409	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Chrysomyinae	Hemilucilia	Hemilucilia semidiaphana	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1996)									Avocado flowers	S.Gazit	12-Feb-1996	Mexico	Mexico State			Ixtapan de la Sal, Tierra Blanca Orchard			1900.0						
ASILO	ASILO555-17	CCDB-31125-G08		307[0n]	4.0	MG968013	1	No			USNM ENT 01443410	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Chrysomyinae	Paralucilia	Paralucilia adespota	USNM Curators												P.J.Spangler, P.M.Spangler, R.A.Faitoute, W.E.Steiner	20-Feb-1985	Venezuela	Amazonas			Cerror de la Neblina Basecamp	0.8333	-66.1667	140.0			-10.0	Rainforest	Malaise Trap	
ASILO	ASILO557-17	CCDB-31125-G10	BOLD:ACD4352	658[0n]	4.0	MG968118	1	Yes			USNM ENT 01443412	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Mesembrinellinae	Eumesembrinella	Eumesembrinella randa	USNM Curators												O.S.FlintJr	18-Mar-1984	Venezuela				T.F.A. Camp IV, Cerro de la Neblina	0.9667	-65.95	760.0			-3.0			
ASILO	ASILO559-17	CCDB-31125-G12		0[n]	4.0		1	No			USNM ENT 00090680	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Mesembrinellinae	Mesembrinella	Mesembrinella batesi	S. R. Bonatto		Det Label (2002)										A.Baptista, M.Kotrba	26-Aug-1999	Ecuador	Orellana			Puerto Francisco de Orellana, Rio Tiputini	-0.6367	-76.1483				-14.0			
ASILO	ASILO560-17	CCDB-31125-H01		307[0n]	4.0	MG967837	1	No			USNM ENT 01443414	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Mesembrinellinae	Thompsoniella		USNM Curators												N.E.Woodley	07-Nov-2003	Bolivia	Santa Cruz			Ichilo, Hotel Flora y Fauna, 4-6 km South-Southeast of Buena Vista	-17.4992	-63.5525	450.0	50.0					
ASILO	ASILO561-17	CCDB-31125-H02		0[n]	2.0		1	No			USNM ENT 01443415	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Mesembrinellinae	Souzalopesiella	Souzalopesiella facialis	S. R. Bonatto		Det Label (2001)										C.W. Rettenmeyer, M.E.Rettenmeyer	03-Jun-1956	Panama				Canal Zone, Barro Colorado Island								Light Trap	
ASILO	ASILO562-17	CCDB-31125-H03		0[n]	4.0		1	No			USNM ENT 01443416	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Calliphorinae	Pollenia	Pollenia flava	USNM Curators			BOLD_Curation_from_Dexopollenia flava|									Oman	09-Oct-1952	Japan		Shizuoka		Gotemba									
ASILO	ASILO563-17	CCDB-31125-H04	BOLD:ADK9028	658[0n]	4.0	MG967937	1	Yes			USNM ENT 01443417	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae		Melanodexia		USNM Curators												A.S.Menke, N.Menke	12-May-1994	United States	California	Monterey County		Bear Valley, Slacks Canyon Road, 10 Miles Northwest of Parksfield						-2.0			
ASILO	ASILO564-17	CCDB-31125-H05	BOLD:AAH3035	658[0n]	4.0	MG968108	1	Yes			USNM ENT 01443418	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Calliphorinae	Pollenia		USNM Curators							No.02971					P.H.Arnaud, M.M.Arnaud, M.L.Tarbox	18-Jun-2003	United States	California	San Mateo County		South San Francisco, 326 Alta Loma Drive	37.6611	-122.443	30.0			-1.0		Malaise Trap	
ASILO	ASILO565-17	CCDB-31125-H06		0[n]	2.0		1	No			USNM ENT 01443419	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae		Xanthotryxus	Xanthotryxus mongol			Det Label (1931)	identifier: Aldr				A.L.Melander Collection 1961						25-Jul-1929	China				Mount Omei			2438.0						
ASILO	ASILO566-17	CCDB-31125-H07	BOLD:ADK8513	658[0n]	4.0	MG968101	1	Yes			USNM ENT 01443420	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae		Glutoxys	Glutoxys elegans	USNM Curators												N.E.Woodley	19-Jun-2010	Dominican Republic	La Vega			Armando Bermudez National Park, km1-3 along trail West of La Cienaga	19.0292	-70.9109	1000.0	100.0					
ASILO	ASILO567-17	CCDB-31125-H08		307[0n]	2.0	MG968044	1	No			USNM ENT 01443421	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Melanomyinae	Melanomya	Melanomya nana	Hans-Peter Tschorsnig	hanspeter.tschorsnig@smns-bw.de	Det Label (no date)										P.H.Arnaud	23-Jul-1984	Switzerland	Vaud			Cudrefin Chavannes			435.0					Intercept Trap	
ASILO	ASILO568-17	CCDB-31125-H09		362[0n]	4.0	MG967959	1	No			USNM ENT 01443422	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae		Pseudopsodexia		USNM Curators												N.E.Woodley	10-Jul-2006	Dominican Republic	San Juan			Suerra de Neiba, trail to Sabana del Silencio, 11 km South-Southwest fo El Cercado	18.6571	-71.541	1800.0	100.0					
ASILO	ASILO569-17	CCDB-31125-H10		0[n]	4.0		1	No			USNM ENT 01443423	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Calliphoridae	Polleniinae	Morinia	Morinia doronici	Hans-Peter Tschorsnig	hanspeter.tschorsnig@smns-bw.de	Det Label (no date)	BOLD_Curation_from_Morinia melanoptera|									P.H.ArnaudJr	12-Jul-1979	Switzerland	Vaud			Canton de Vaud, Cudrefun			435.0						
ASILO	ASILO570-17	CCDB-31125-H11	BOLD:ADK9062	658[0n]	4.0	MG967831	1	Yes			USNM ENT 01443424	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Rhiniidae		Alikangiella	Alikangiella rufithorax	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1993)										G.F.Hevel, W.E.Steiner	06-Sep-1983	Malaysia	Sabah			Kinabalu National Park, Headquarters area			1560.0						
ASILO	ASILO571-17	CCDB-31126-A01		0[n]	2.0		1	No		CCDB-31126-A01	USNM ENT 01343390	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Rhiniidae		Borbororhinia	Borbororhinia bivittata	USNM Curators												G.Ekis	28-Jul-1973	Sri Lanka	Southern	Galle		Kanneliya Jungle			91.0					UV Light Trap	
ASILO	ASILO572-17	CCDB-31126-A02		267[0n]	2.0	MG967840	1	No		CCDB-31126-A02	USNM ENT 01343391	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Rhiniidae		Chlororhinia	Chlororhinia exempta	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1993)										A.Freidberg	28-Apr-1980	India				Meghalaya Nongph Forest						3.0			
ASILO	ASILO573-17	CCDB-31126-A03			2.0		1	No		CCDB-31126-A03	USNM ENT 01343392	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Rhiniidae		Cosmina	Cosmina prasina	USNM Curators												G.F.Hevel, R.E.DietzIV	23-Sep-1976	Pakistan	Sindh			25 Miles East of Karachi									
ASILO	ASILO574-17	CCDB-31126-A04		0[n]	2.0		1	No		CCDB-31126-A04	USNM ENT 01343393	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Rhiniidae		Eurhyncomyia	Eurhyncomyia diversicolor			Det Label (1970)	Identifier: Zumya	F								P.J.Spangler	25-Mar-1968	South Africa				Natal Mtubatuba						1.0			
ASILO	ASILO575-17	CCDB-31126-A05		0[n]	2.0		1	No		CCDB-31126-A05	USNM ENT 01343394	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Rhiniidae		Fainia	Fainia albitarsis	USNM Curators												A.L.Moore	27-Feb-1964	Mozambique				Chimonzo						6.0			
ASILO	ASILO576-17	CCDB-31126-A06		307[0n]	4.0	MG968205	1	No		CCDB-31126-A06	USNM ENT 01343395	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Rhiniidae		Idiella		USNM Curators												K.V.Krombein, T.Wijesinhe, S.Sifiwardane, L.Jayawickrema, T.Gunawardane	26-Feb-1979	Sri Lanka	Eastern	Trincomalee		China Bay Ridge Bungalow			11.5	3.5				Malaise Trap	
ASILO	ASILO577-17	CCDB-31126-A07		0[n]	2.0		1	No		CCDB-31126-A07	USNM ENT 01343396	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Rhiniidae	Rhiniinae	Isomyia	Isomyia dotata	USNM Curators												D.Davis	11-Oct-1965	Philippines				Leyte, 5 km East of Ormoc			200.0			8.0			
ASILO	ASILO578-17	CCDB-31126-A08		0[n]	2.0		1	No		CCDB-31126-A08	USNM ENT 01343397	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Rhiniidae		Perisiella	Perisiella anchora	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1993)										N.L.H.Krauss	30-Sep-1956	Liberia				Robertsfield						29.0			
ASILO	ASILO579-17	CCDB-31126-A09	BOLD:ADL2398	658[0n]	4.0	MG968160	1	Yes		CCDB-31126-A09	USNM ENT 01343398	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Rhiniidae		Stegosoma	Stegosoma vinculatum	Meredith E Miller	meredithellenmiller@gmail.com	BIN ID Tree May 2018	|BOLD_Curation_from_Stegosoma vinculatum|									Krombein, Spangler	18-Feb-1968	South Africa				Trsvl Mooketsi						4.0			Associated with Termite Nest
ASILO	ASILO580-17	CCDB-31126-A10	BOLD:ADL1607	658[0n]	4.0	MG967868	1	Yes		CCDB-31126-A10	USNM ENT 01343399	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Rhiniidae		Strongyloneura	Strongyloneura prolata	USNM Curators												J.D.Weintraub	13-Oct-1985	Indonesia	Sulawesi Selatan			Celebes, Patuang Region, Southeast of Maros									
ASILO	ASILO581-17	CCDB-31126-A11		205[0n]	2.0	MG967924	1	No		CCDB-31126-A11	USNM ENT 01343400	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Rhiniidae		Sumatria	Sumatria latifrons	Norman E. Woodley	nwoodley@sel.barc.usda.gov	Det Label (1993)										G.F.Hevel, W.E.Steiner	13-Sep-1983	Malaysia	Sabah			Kinabalu National Park, Headquarters Area			1560.0						
ASILO	ASILO582-17	CCDB-31126-A12	BOLD:ADL0055	658[0n]	4.0	MG968089	1	Yes		CCDB-31126-A12	USNM ENT 01343401	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Rhiniidae	Rhiniinae	Thoracites	Thoracites abdominalis	USNM Curators												K.V.Krombein, T.Wijesinhe, S.Sifiwardane, L.Jayawickrema, T.Gunawardane	16-Feb-1979	Sri Lanka	Northern	Mannar		0.5 Miles Northeast of Kokmote Wilpattu National Park						1.0		Malaise Trap	
ASILO	ASILO583-17	CCDB-31126-B01		0[n]	2.0		1	No		CCDB-31126-B01	USNM ENT 01343402	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Rhiniidae	Rhiniinae	Rhyncomya	Rhyncomya seguyi	USNM Curators			BOLD_Curation_from_Villeneuviella seguyi|									J.W.Neal	01-Apr-1965	Pakistan	Baluchistan	Lasbella		43 Miles North of Karachi						4.0			
ASILO	ASILO584-17	CCDB-31126-B02		407[0n]	2.0	MG967780	1	No		CCDB-31126-B02	USNM ENT 01224271	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Conopidae	Conopinae	Archiconops	Archiconops erythrocephalus			Det Label (2006)	Identifier: Camras									S.Karunaratne	31-Aug-1976	Sri Lanka	Central	Kandy		Udawattakele Sanctuary			640.0			15.0			
ASILO	ASILO585-17	CCDB-31126-B03					1	No	Yes	CCDB-31126-B03	USNM ENT 01343403	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Conopidae	Conopinae	Australoconops	Australoconops splendidus	D. Camras		Det Label (1956)										Bridwell	31-Dec-1959	Australia	New South Wales									364.0			
ASILO	ASILO586-17	CCDB-31126-B04		0[n]	2.0		1	No		CCDB-31126-B04	USNM ENT 01343404	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Conopidae	Conopinae	Leopoldius	Leopoldius coronatus	O. Krober		Det Label (1913)		M			Date from Det Label					J.Bequaert	31-Dec-1913	Algeria				Foret de Bainem						364.0			
ASILO	ASILO587-17	CCDB-31126-B05		0[n]	2.0		1	No		CCDB-31126-B05	USNM ENT 01343405	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Conopidae	Myopinae	Melanosoma	Melanosoma bicolor	O. Krober		Det Label (1912)					Date from Det Label					G.G.Nylea	31-Dec-1912	Montenegro										365.0			
ASILO	ASILO588-17	CCDB-31126-B06		0[n]	2.0		1	No		CCDB-31126-B06	USNM ENT 01343406	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Conopidae	Conopinae	Tropidomyia	Tropidomyia bimaculata	USNM Curators							Collection of the California Academy of Sciences, San Francisco California					R.Fritz	31-Dec-1982	Argentina				Salta						30.0			
ASILO	ASILO589-17	CCDB-31126-B07	BOLD:ADL0961	658[0n]	4.0	MG968030	1	Yes		CCDB-31126-B07	USNM ENT 01343407	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Exoristinae	Chaetexorista	Chaetexorista javana	B. B. Sabrosky		Det Label (no date)										E.Asceragaza	26-Oct-1978	Philippines				Philippine Islands, Davao City									
ASILO	ASILO590-17	CCDB-31126-B08		0[n]	2.0		1	No		CCDB-31126-B08	USNM ENT 01343408	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Exoristinae	Chetogena	Chetogena janitrix			Det Label (no date)	Identifier: B. B., BOLD_Curation_from_Diplostichus janitrix|									H.J.deFluister, N.Baranov	31-Dec-1960	Netherlands				Wageningen						365.0			
ASILO	ASILO591-17	CCDB-31126-B09		0[n]	2.0		1	No		CCDB-31126-B09	USNM ENT 01343409	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae		Eozenillia	Eozenillia psychidarum			Det Label (no date)	Identifier: Barannoff			Paratype	Mi|N.Baranov Coll 1960|No.65			Larva of bagworm		R.I.Nelson	10-Oct-1931	Indonesia				Pematang Suantar Sumatra E.C.									
ASILO	ASILO592-17	CCDB-31126-B10	BOLD:AAG2154	658[0n]	4.0	MG967817	1	Yes		CCDB-31126-B10	USNM ENT 01343410	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Exoristinae	Gueriniopsis	Gueriniopsis setipes	USNM Curators												M.Sabourin	01-Jun-1999	United States	Wisconsin	Burnett County		2 Miles West of Grantsburg						6.0		Malaise Trap	
ASILO	ASILO593-17	CCDB-31126-B11		0[n]	2.0		1	No		CCDB-31126-B11	USNM ENT 01343411	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Exoristinae	Neophryxe	Neophryxe psychidis	USNM Curators												Jaynes	23-Jul-1944	China				Nanking									
ASILO	ASILO594-17	CCDB-31126-B12			2.0		1	No		CCDB-31126-B12	USNM ENT 01343412	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae		Epiplagiops		USNM Curators							Santa Fe Arg|No 758			Listroderes		Silveira	09-Oct-1942	Uruguay				Montevideo South American Pares Lab									
ASILO	ASILO595-17	CCDB-31126-C01	BOLD:ADL1943	658[0n]	2.0	MG968006	1	Yes		CCDB-31126-C01	USNM ENT 01343414	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Exoristinae	Chetogena	Chetogena tessellata	Meredith E Miller	meredithellenmiller@gmail.com	BIN ID Tree May 2018										N.E.Woodley	28-Feb-1984	Jamaica				Saint Ann Parish, Discovery Bay						1.0			
ASILO	ASILO596-17	CCDB-31126-C02	BOLD:AAI3772	407[0n]	2.0	MG968133	1	No		CCDB-31126-C02	USNM ENT 01343413	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Exoristinae	Celatoria	Celatoria diabroticae	USNM Curators							D.U.Howardi|LA 68 19			Diabrotica balteata		L.D.Newsom	02-Apr-1968	United States	Louisiana			Baton Rouge									
ASILO	ASILO597-17	CCDB-31126-C03		307[0n]	4.0	MG967999	1	No		CCDB-31126-C03	USNM ENT 01343415	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Exoristinae	Chaetonodexodes	Chaetonodexodes vanderwulpi	USNM Curators										Trirhabda geninata Third Instar		J.Bethke	22-Mar-1995	United States	California	Riverside County		Riverside									Host on Encelia farinosa
ASILO	ASILO598-17	CCDB-31126-C04	BOLD:ACP4860	658[0n]	4.0	MG968198	1	Yes		CCDB-31126-C04	USNM ENT 01343416	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Exoristinae	Erynniopsis	Erynniopsis antennata	USNM Curators							A5554			Xanthogaleruca luteola prepupa		S.H.Oreistadt	18-Jul-1987	United States	California			Fall River Milis									Host on Ulmus pumila
ASILO	ASILO599-17	CCDB-31126-C05	BOLD:ADL1995	658[0n]	4.0	MG967964	1	Yes		CCDB-31126-C05	USNM ENT 01343417	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Exoristinae	Euhalidaya		USNM Curators										Megaphasma dentricus		B.Stark	08-Jul-1990	United States	Mississippi	Hinds County		Clinton									
ASILO	ASILO600-17	CCDB-31126-C06	BOLD:ACJ1072	658[0n]	4.0	MG968116	1	Yes		CCDB-31126-C06	USNM ENT 01343418	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae		Meigenielloides	Meigenielloides cinereus	Meredith E Miller	meredithellenmiller@gmail.com	BIN ID Tree May 2018					DIO63					D.C.Lightfoot	19-Sep-1991	United States	New Mexico	Cibola County		El Malpais Marchanta Ice Cave						37.0	Pine Forest	Pitfall Trap	
ASILO	ASILO601-17	CCDB-31126-C07	BOLD:ADL0822	658[0n]	4.0	MG967897	1	Yes		CCDB-31126-C07	USNM ENT 01343419	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae		Miamimyia	Miamimyia cincta	USNM Curators				M								W.H.Pierce	04-May-1971	United States	Florida	Monroe County		No Name Key 1 Mile East of Bridge								Manitoba Trap	
ASILO	ASILO602-17	CCDB-31126-C08	BOLD:ADH6075	658[0n]	4.0	MG968248	1	Yes		CCDB-31126-C08	USNM ENT 01343420	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Exoristinae	Opsomeigenia	Opsomeigenia xylota	USNM Curators										Solidago Sp.		F.J.Messina	27-Jun-1978	United States	New York	Tompkins County		Whipple Farm									
ASILO	ASILO603-17	CCDB-31126-C09		0[n]	2.0		1	No		CCDB-31126-C09	USNM ENT 01343421	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Exoristinae	Oxynops	Oxynops anthracinus	USNM Curators												F.D.Parker	31-Jul-1968	United States	Missouri	Boone County		Columbia						15.0			
ASILO	ASILO604-17	CCDB-31126-C10		307[0n]	4.0	MG968231	1	No		CCDB-31126-C10	USNM ENT 01343422	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae		Phasmophaga	Phasmophaga americana	USNM Curators							SR940					W.H.Pierce	18-Jun-1971	United States	Florida	Monroe County		Big Pine Key, North End								Manitoba Trap	
ASILO	ASILO605-17	CCDB-31126-C11	BOLD:ACW5870	658[0n]	4.0	MG967945	1	Yes		CCDB-31126-C11	USNM ENT 01343423	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae	Exoristinae	Phyllophilopsis	Phyllophilopsis nitens	USNM Curators												A.Freidberg	09-Jun-1979	United States	Maryland	Montgomery County		Siler Spring									
ASILO	ASILO606-17	CCDB-31126-C12		0[n]	2.0		1	No		CCDB-31126-C12	USNM ENT 01343424	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae		Picconia	Picconia derisa	D. Monty Wood	mgwood@mac.com	Det Label (1998)										R.W.Hodges	03-Jul-1965	United States	South Dakota			Hardy W. C.									
ASILO	ASILO607-17	CCDB-31126-D01		407[0n]	2.0	MG967909	1	No		CCDB-31126-D01	USNM ENT 01343425	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae		Prodegeeria	Prodegeeria pammelaena	USNM Curators												G.Steyskal	07-Jul-1971	United States	Oregon	Lane County		8 Miles North of Florence									
ASILO	ASILO608-17	CCDB-31126-D02		0[n]	2.0		1	No		CCDB-31126-D02	USNM ENT 01343426	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae		Anaphorinia		USNM Curators												P.J.Spangler	15-Jul-1965	Costa Rica				Turrialba									
ASILO	ASILO609-17	CCDB-31126-D03		0[n]	2.0		1	No		CCDB-31126-D03	USNM ENT 01343427	USNM	Smithsonian Institution National Museum of Natural History	Arthropoda	Insecta	Diptera	Tachinidae		Conacata		USNM Curators												O.H.T.Townsend	30-Apr-1978	Peru				La Molina						29.0			
